2B,410,GKA,1,MAG,2,,0,CR2
2B,410,MAG,2,GKA,1,,0,CR2
2B,410,GKA,1,KZN,3,,0,CR2
2B,410,KZN,3,GKA,1,,0,CR2
2B,410,MAG,2,LAE,4,,0,CR2
2B,410,LAE,4,MAG,2,,0,CR2
2B,410,LAE,4,GKA,1,,0,CR2
2B,410,GKA,1,LAE,4,,0,CR2
