AT,4248,CAI,1128,CMN,1074,,0,738
AT,4248,CMN,1074,CAI,1128,,0,738
AZ,596,CAI,1128,FCO,1555,,0,319 32S
AZ,596,FCO,1555,CAI,1128,,0,32S 319
4U,2548,FCO,1555,CGN,344,,0,319 320
4U,2548,CGN,344,FCO,1555,,0,319 320
8U,32,BEN,1154,CAI,1128,,0,320
8U,32,CAI,1128,BEN,1154,,0,320
