3393,"Chongqing Jiangbei International Airport","Chongqing","China","CKG","ZUCK",29.719200134277344,106.64199829101562,1365,8,"U","Asia/Shanghai","airport","OurAirports"
3395,"Chengdu Shuangliu International Airport","Chengdu","China","CTU","ZUUU",30.578500747680664,103.9469985961914,1625,8,"U","Asia/Shanghai","airport","OurAirports"
6435,"Bao'anying Airport","Panzhihua","China","PZI","ZUZH",26.54,101.79852,1620,8,"N","Asia/Shanghai","airport","OurAirports"
8335,"Zagora Airport","Zagora","Morocco","OZG","GMAZ",30.3202991486,-5.86667013168,2631,0,"U","Africa/Casablanca","airport","OurAirports"
9481,"Guatuso Airport","Marigot","France",\N,"MRGT",10.683333396911621,-84.83333587646484,164,-6,"N","America/Costa_Rica","airport","OurAirports"
