TO,8745,LGW,502,VRN,1550,,0,75W 73H
TO,8745,VRN,1550,LGW,502,,0,75W 73H
TOM,5013,LGW,502,AGA,1064,,0,73H
TOM,5013,AGA,1064,LGW,502,,0,73H
AT,4248,AGA,1064,BRU,302,,0,319
AT,4248,BRU,302,AGA,1064,,0,319
